Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3230.1804262650026
ACCEGCATKHNRXUHW,1935.8822410050007
NKCE6GJ5XVJDXNNZ,11427.142265485249
NKCEB8BK3ZXDHDHM,9386.952804599998
TOPEFDXSAHRNPF94,5616.518057114995
ACCE558KZHEPZYMG,9400.571059839995
ACCEAZCVAMFHDPY7,5214.961656894997
NKCDYNY37JPBGBVM,2600.4715258499987
NKCEY8KWY33FCUYD,7685.840560245003
RNGE4YPTQYRECV9J,4036.0088467199985
NKCE88AHBHJZREXH,3862.1030317972154
CLTEJ5ZZGBP4JGGE,8075.163203725009
WATE3NWH5FZWAMDA,7960.3801604110895
CAGE53FSFZVFPFHQ,1688.4000637999977
PCSEAKVBFFPGCHNZ,3793.889622003609
WATDFFH3KJYBTYGG,7230.190397398604
NKCDWHFQSCHHYZMP,2623.100899770001
RNGEB2PG3Q5RKDW6,1198.5673276550006
NKCE5UY9HHPZGGUZ,4479.670957124997
KTAEHETW3ZCMFMJR,4153.819850414997
BRAEBBYRVF9MHJHU,6999.778415784528
NKCEAX7HAQ2RJA3Q,10248.679724534983
CRTECN2RQZWBSP9W,5002.865447959997
WATDEWZ9UHSEHGZG,9311.933043020003
PTPEYW8HNV6G9YYR,2867.791789688606
ACCEAMGZRRYVAHDC,4945.436637995005
SRTEHHXG8MUXTGPA,5987.271112214999
SKIE4S4NN4MHYM3Z,5139.635980029429
HMBE7G34YHWPWKYN,7155.154521324995
LLIEGTMFJBD7ZZZM,13819.965910774996
ACCEJGH6JVTM4CBH,857.4317679869995
ACCDQDYBXJ9HZF37,10123.133416005
RNGE88FRGZCXNKUG,546.0019136746075
NKCE7M3QNNPZDXHQ,9931.104686250508
VLBEGFFDP9H6WG2T,3531.8589111772167
TOPEAFG4YEQSH5TT,2431.9193260199977
WATEYAP3K2QQQWDH,5254.304928920004
PCSEBDFUFJWGARNX,10706.966952774997
SWTEGXQFZY95SKG7,4813.8248749399945
BRAEGJFXSM9ZQ6SK,6916.774654495824
CAGE6FYKP34GA4GF,7516.901793415006
HMBEJCMH78VJF3M8,4346.081849650749
HIFEB7J3GSTVN5XJ,10599.35372234221
PBXE6ZHNGZREWWHR,4709.7889377249985
PCSEAKVBNXFGZBKB,6797.897470534996
BRAEBBMQQNZ9RZWR,5811.368465069999
ACCEGKFCXHZZH44S,754.5875040031063
SHODXQRRGKZ74U9M,4306.652357479999
DREE2Y6DVEKVVQQS,4505.869569070002
PBXE8ZHHG5Y525BT,6900.815778644999
CTTEH9FXZHGFKUA3,7956.084541040002
ACCDXFZXGQTBTM6N,3571.0985779849993
NKCE9PFF3TT4KSQJ,7967.718255945002
BRAE6NZAZK77HXZK,909.1119391300003
NKCE4TV42BHDP63U,3445.8175863800034
AIREDGGD9RJPZGYW,5600.758977920003
PCSEDAPMHR2HNHWP,8318.922044070006
PACE95FMAFXHZB5C,4508.131478544997
WATDG4KP445AV5XC,13499.772390110009
ACCE9EYRRNZYZUBG,674.2932048784279
ACCE8XZMAHNC8JVS,636.7061593379992
SHOED5DCSTQKZCGF,3759.612530046642
NKCE64Z4NGBHNAY7,3523.7857591886086
PBXE8WQTZ5GA2YYQ,912.8484615602512
MUGEGZUMGYAPVSZH,4507.213060295002
PBXE4RB3Y3GXWPFV,736.1675150692494
PCSE2ZFDJJGFNHC7,676.4649894885
CRTECN2QT5HKHZ8F,4791.463085375
MUGEACY8Q7ZYSTN8,1495.089746355001
ACCEGG9VGRMQGHRD,7285.276347190008
PCSE76X48PVSDDVK,1097.4275025900008
PBXE6677X2D6UFZZ,5730.945557740001
WCKEGGGD2TXHHTJC,300.6600154889999
NKCE7MMGF4PPGNA6,3626.351485611361
CRTECN2QYTPHK5YQ,4979.6011596799935
OIDEJFCWMMR6JQBE,5635.098501900003
WATE5HFY4MJX6CHD,5258.047742075005
DREE4FC4TAR8M5GN,1413.9810357982485
HACEGPF9DZVUZBFY,7949.414599510009
PBXE4Q7YF5KUYJYW,11558.916753575004
SHIED9YEH65NSA8N,10353.461411954997
WATDHMQJ68MVBRFV,13600.228279369998
HMBEGWTFEV4TF2RH,3244.4413597549974
SHIE2FH7YTVDHFGT,3114.236143296643
CRTECN2QYRY2KWZF,4356.073852525
TSHEDJXPN4HNT2UP,6096.043387550001
SHOECZH5WGBZHZES,2965.5898864476435
NKCEDCT9MSAYG6H5,5405.561472784993
SOCEGGVYBTZPKXVP,4569.791703589995
PBXECARAQBCDSAZW,3437.3590597327143
CAGDU85YDHP9ZJH7,2360.599673260819
TCVEHSMFEGNCAGYN,5017.262669259999
RNGEDAPFZ2GKRUER,753.1167348255004
CAGDY9Q7HSNDHGFC,3837.0382315699967
NKCECKHYZVHBQU9F,486.5939175000003
NKCDQSVCRH8W73GF,6685.185169245005
WATD9H76RKGUUZHY,13989.610650870009
NKCE5HYVDQVATMKF,1986.3812823600006
RNGE9GWMKVHGEYZG,4232.746804719997
SHOEAGUMMWFABHUT,3383.5938060049975
SWDEGZMPYQGNEBHG,5008.965032721575
TOPEFDXSHZPHCUAU,9338.077364105002
CAGDU85Y85GDJGUD,1101.8011058250001
CAGE4BQXK3FSTRRS,3292.5465847199994
CAGDZVGTV3SMMMBY,5184.404504970003
BEOEGXRVQPCKJHYC,3432.6384557099973
NKCE9YFBBYBM88DR,3238.5346613686056
DREECZGZVWGQM23M,4170.4164367036055
PBXECYF3YHWYG4UN,349.34178153149975
WATEBG8FGBPUPKCV,4987.1452137549995
SHIEEJG9RRDUH9XG,3333.9521417286082
CRTECN2QXAPEWXSF,2656.981403334998
BRAEE6YMSYPNCUX3,1292.4515234650003
WATE9MVXJXHZHEJU,3421.12739038
RNGDREYRQQGZAPQM,5641.321941444997
CTPEGGFSNDQFAAVE,3414.152247310001
NKCEF2RFAPHSHZZZ,3991.7601501972113
TOPDYAZZG5NU7ZBZ,7136.192271884997
PBXE7QPWMSS5XGPZ,245.01458002799987
PCSECV3FHFAQ9T36,12100.021939170836
CRNEJB4NBT9BTM84,5099.158966200005
TSHEHU5RFJCTJKBV,6861.481314474992
DREECZJC3XBKGDZT,5430.46977017
SUDEGGATGYXA9YBC,12264.691799790007
BRAE8WYHTVZMFFHS,5668.858324550001
SFFEGZBXTYFSYJQA,4271.642732365002
ACCEABVYXNHCT8UE,5386.538092504992
BWLE6SJE9PXGV6DD,1028.2816476334283
NKCDYQ3RHYREHHYV,3859.6749703436108
NKCECDCRWDMZEH2Z,2981.3299948699987
SRTEH2F6HUZMQ6SJ,7197.4784483650055
BRAE6KWFGZFXKPPB,3533.740651984999
HACEJQY5FQRZZUGM,8502.315683689998
CAGEYUXVF2FNARKD,3190.002769274999
NKCE7M3QTHTCGVVF,4097.174476565002
TOPE8PBFNH9YNHFK,5009.159596529998
BRAEDQFRZS9QFYTQ,1365.430764225002
HMBEJCMMQR2JHFVP,2068.019176650001
ACCDRFVG52PHVRSK,7591.47128069
NKCE7MBR4QRBASDQ,3270.2879518408217
NKCDWBPZNZU5K2QZ,3437.279578032219
BRAE8HMQATXFHFGZ,3394.552433839998
MUGEAGGKEGCPWWPN,3536.199237532211
BKPEGXYWWJPETZZA,5287.939060874995
SGLEGBV6ZNUJNJS9,5986.892580489998
CAGEYUXVAKNKDUUV,6501.8576953150005
NKCEDH9ANZGDAUWG,3157.1316869774655
NKCE5EHJHS38BUWB,3478.050946525822
PBXE9YWGRFUQXHQH,12905.862465840002
SHIE3QDHP5RDGMZY,2675.7320547322165
RNGE9HDVMPVBYPGJ,1872.6313529586075
SCHE4YSTCUUSJWCK,2065.9888677149966
SNDEGGTV9XERMGHH,7299.361604599999
PBXE92XFUMB7QWY6,8428.82466701999
CRTECN2QYK2R2PUS,4097.85462548
TOPEEEPVYHHF9HGW,1267.8965993086074
MUGE8F5RDEYMH4YH,3902.7383404349293
NKCE52CSJ2GUY64G,1368.9977503650036
SHOE2K68QHZ3DWZF,3880.8067584349988
DREE9YJHZZHWHAU7,4019.448677315
NKCEACYSHS4MGKGY,12848.922288285003
CAGECT64KH6CZVMR,14286.141869519979
WATD9H76RG5FQT5Y,14514.914456809995
NKCE5UY97ACC9QAZ,505.91784880275014
LJGEG6UPBW8GKPRD,4632.5804604950035
PBXEBFGFRM5797BZ,4537.984722999997
RNGEAY8GRWYMYSAK,5099.662809269997
SHOEF9G8WTWGAAFB,3896.4690979451098
PBXE5ZJZSAC73ZED,8664.122616359995
NKCEYYX9HJWJXAA8,3504.6967208199985
CAGDTFSHTF6TRBFZ,4481.708990919998
PBXE6E6YDZDNVKQH,729.5044664649992
TROEGNQDQNGN99PJ,4490.630258704996
CRTECN2QXC68CTUM,6535.660303039997
CRTECN2QZNXTGGXG,5388.677354674995
VANE4VND2XHZRCNT,938.7803441445001
NKCE8SESMHF2VSRM,3772.1307303824656
SHOEBYY4ZDWGQGEW,7701.628323324997
NKCEB7935AJSADGR,3838.394420943605
SHIEBAXYS3FUTX8Z,6549.626228099996
NKCE2YCPKAPWDH8C,2876.241136955001
FABE92NVHZHSFHGT,3361.9214914949985
SHIE93YGTRAV6XTW,5578.275061029999
CSOEGTPR39XZHZJY,4561.909107689998
WATE5HFYHPFHRCHY,4894.880728724997
BRAEBHCHY6VVRNRQ,1818.546842549999
NKCE5QPMUZRQFDAZ,1873.4609468350013
NKCE9ABEE5HDWZSM,5936.00216500943
SHOEJCZ28JFRY9RR,5917.515659569999
PSLEAVTQQXEXZYYZ,4750.043736970004
SHOE66V8UMNGZKYM,994.7888529800001
SHIE5HBGWKWJWFRA,3763.341360135002
TOPE4HXDZHPR9K2C,1708.1630420300003
BRAEBCTWGWYRWXHC,4722.096788704993
TOPE6ZCJBVZY3HBH,4864.859842440006
CRNEG7BKMFFYHQ8Z,4697.845598674994
SHOE7DJBEPYGQPHF,3807.4012141950057
ACCEHY86UG6B63AZ,4744.126754660001
BLBEJR23J2CTPFAU,6207.060480999996
ACCEEV5V5VD5DR9C,848.4635381431067
UMBEJZFHE285UEV2,6052.500290459998
SHOEBN3FFYG75P3D,2900.659545780003
NKCEFGFURYNWH2DR,3886.9858845794306
ETHEJG7NW4M4AFCZ,6876.581361150004
SWSE9UH4KXCHZHRJ,3525.185450849999
CRTECN2QZ7XUGBR6,4199.775664505001
BRAEDNX2NHZX5PKN,9555.12958904664
BRAE73KFJGNSP2NP,2070.4903566494286
MAHEDFPZVKF79JVQ,3960.838433920003
NKCECRQY6MGHBPQ3,8833.692353364995
CRTECN2QYYWUXHRP,3183.645120394997
CPCEKY4TKBYFE7PH,5667.89845731
TOPEA8HNSZB8VGUR,2371.615755050002
